,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
3362,70120142,Movie,Get Him to the Greek,Nicholas Stoller,"Jonah Hill, Russell Brand, Elisabeth Moss, Rose Byrne, Colm Meaney, Sean ""P. Diddy"" Combs, Aziz Ansari, Carla Gallo, Nick Kroll, Kristen Schaal",United States,"January 16, 2020",2010,R,109 min,"Comedies, Music & Musicals",Ambitious young record company intern Aaron must escort an unruly rock star to Los Angeles for the start of his anniversary concert.
3364,70142824,Movie,Hop,Tim Hill,"James Marsden, Russell Brand, Kaley Cuoco, Hank Azaria, Gary Cole, Elizabeth Perkins, Hugh Laurie, Tiffany Espensen, David Hasselhoff, Chelsea Handler","United States, India, Malaysia, Taiwan, Canada, United Kingdom","January 16, 2020",2011,PG,95 min,"Children & Family Movies, Comedies",A jobless slacker finds himself beyond busy after he runs over the Easter Bunny and has to take over the rabbit's duties so the holiday can continue.
3365,81235729,Movie,Jezebel,Numa Perrier,"Tiffany Tenille, Numa Perrier, Stephen Barrington, Bobby Field, Rockwelle Dortch, Zoe Tyson, Dennis Jaffee, Jessa Zarubica, RiRia, Charlie Taylor, Amy Aitken, Brett Gelman",United States,"January 16, 2020",2019,TV-MA,86 min,"Dramas, Independent Movies","During the internet's infancy, a vulnerable woman follows her sister into the sex industry as a webcam model but her sudden popularity tests their bond."
3366,80057599,Movie,Legend,Brian Helgeland,"Tom Hardy, Emily Browning, David Thewlis, Duffy, Christopher Eccleston, Chazz Palminteri, Paul Bettany, Taron Egerton, Colin Morgan, Tara Fitzgerald","United Kingdom, France, United States","January 16, 2020",2015,R,132 min,"Dramas, International Movies, Thrillers",Identical twins and notorious gangsters Reggie and Ronnie Kray elude the authorities in 1960s London while transfixing and terrifying the public.
3367,81093113,Movie,NiNoKuni,Yoshiyuki Momose,"Kento Yamazaki, Mackenyu, Mei Nagano, Mamoru Miyano, Maaya Sakamoto, Yuki Kaji, Kenjiro Tsuda, Koichi Yamadera, Masatoh Ibu, Tsuyoshi Muro",Japan,"January 16, 2020",2019,TV-14,107 min,"Action & Adventure, Anime Features, Children & Family Movies",Two average teens go on a magical quest to save the life of their friend and her counterpart from another world. But love complicates their journey.
3368,80049358,Movie,Steve Jobs,Danny Boyle,"Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels, Michael Stuhlbarg, Katherine Waterston, Perla Haney-Jardine, Sarah Snook, John Ortiz, Adam Shapiro","United Kingdom, United States","January 16, 2020",2015,R,122 min,Dramas,"By keying in on three crucial points in his career, this biopic shows the human foibles and visionary fearlessness of the man who made the Mac."
3369,81050192,Movie,Driven to Dance,,"Juliet Doherty, Kaitlyn Black",United States,"January 16, 2019",2018,TV-PG,99 min,Dramas,"A young dancer grapples with her dream to join a famed ballet company against the wishes of her mother, who pushes her to pursue a more practical path."
3370,70141971,Movie,Skyline,"Colin Strause, Greg Strause","Eric Balfour, Scottie Thompson, Brittany Daniel, Crystal Reed, Neil Hopkins, David Zayas, Donald Faison, Robin Gammell, Tanya Newbould, J. Paul Boehmer",United States,"January 16, 2019",2010,PG-13,94 min,"Action & Adventure, Sci-Fi & Fantasy","After a wild night of partying, Terry discovers that he's one of the few people left on Earth, then sets out to solve the mystery of what happened."
3371,70114021,Movie,A Serious Man,"Ethan Coen, Joel Coen","Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick, Adam Arkin, Amy Landecker, Alan Mandell, Fyvush Finkel, Peter Breitmayer, Aaron Wolff, Jessica McManus, Brent Braunschweig","United States, United Kingdom, France","January 16, 2018",2009,R,106 min,"Comedies, Independent Movies","With every aspect of his life unraveling, a Jewish physics professor seeks out three rabbis for spiritual guidance."
3372,70275751,Movie,Dallas Buyers Club,Jean-Marc Vallée,"Matthew McConaughey, Jennifer Garner, Jared Leto, Denis O'Hare, Steve Zahn, Michael O'Neill, Dallas Roberts, Griffin Dunne, Kevin Rankin, Donna DuPlantier",United States,"January 16, 2018",2013,R,117 min,"Dramas, Independent Movies, LGBTQ Movies","Refusing to accept a death sentence from his doctor after being diagnosed with AIDS in 1986, Ron Woodroof smuggles medications from abroad."
3373,80216224,Movie,Katt Williams: Great America,,Katt Williams,United States,"January 16, 2018",2018,TV-MA,60 min,Stand-Up Comedy,"The King of underground comedy delivers unflinching riffs on the American political climate, racial tensions, sex and his disdain for roast beef."
3374,70098902,Movie,Flash of Genius,Marc Abraham,"Greg Kinnear, Lauren Graham, Dermot Mulroney, Alan Alda, Bill Smitrovich, Mitch Pileggi, Daniel Roebuck, Tim Kelleher, Aaron Abrams, Chuck Shamata, Andrew Gillies","Canada, United States","January 16, 2017",2008,PG-13,119 min,Dramas,A college professor goes up against the giants of the auto industry when they fail to give him credit for inventing intermittent windshield wipers.
3375,80118718,Movie,The Rezort,Steve Barker,"Dougray Scott, Jessica De Gouw, Martin McCann, Jassa Ahluwalia, Elen Rhys, Claire Goose","United Kingdom, Spain, Belgium","January 16, 2017",2016,TV-MA,90 min,"Horror Movies, International Movies","After a global zombie war, the living dead are confined to a luxury island resort and hunted by tourists on safari – until the security system fails."
3376,60022265,Movie,Big Fat Liar,Shawn Levy,"Frankie Muniz, Paul Giamatti, Amanda Bynes, Amanda Detmer, Donald Faison, Sandra Oh, Russell Hornsby, Michael Bryan French, Christine Tucci, Lee Majors, John Cho","United States, Germany","January 15, 2020",2002,PG,88 min,"Children & Family Movies, Comedies",Junior high students Jason and Kaylee take action when a greedy Hollywood producer turns Jason's essay into a hit film without giving him credit.
3377,81026003,Movie,Bulbul Can Sing,Rima Das,"Arnali Das, Manoranjan Das, Banita Thakuriya, Manabendra Das, Deepjyoti Kalita, Pakija Begum",India,"January 15, 2020",2018,TV-14,95 min,"Dramas, Independent Movies, International Movies","Exploring their sexual identities in the face of the patriarchal rules of their Assamese village, a teenager and her two friends are rocked by tragedy."
3378,80997602,Movie,Eye For An Eye,Paco Plaza,"Luis Tosar, Xan Cejudo, Ismael Martínez, Enric Auquer, María Vázquez, Daniel Currás, Rebeca Montero, Luisa Mayol, Jessica Serna, Tamara Canosa",Spain,"January 15, 2020",2019,TV-MA,108 min,"Dramas, International Movies, Thrillers","A cartel boss is released from prison and unknowingly put in the care of a vengeful nurse, whose life was tragically impacted by the drug lord."
3380,80169611,Movie,MindGamers,Andrew Goth,"Tom Payne, Melia Kreiling, Antonia Campbell-Hughes, Sam Neill, Turlough Convery, Oliver Stark, Dominique Tipper, Ryan Doyle, Simon Paisley-day, Pedja Bjelac",Austria,"January 15, 2020",2017,R,99 min,"International Movies, Sci-Fi & Fantasy, Thrillers","Brilliant young students discover a breakthrough that could change humankind, but soon find themselves the subjects of a much bigger experiment."
3381,81144867,Movie,Saving Zoë,Jeffrey G. Hunt,"Laura Marano, Vanessa Marano, Christopher Tavarez, Giorgia Whigham, Michael Provost, Nathaniel Buzolic, Ken Jeong, Annie Jacob, Evan Castelloe, Whitney Goin, Jason Davis",United States,"January 15, 2020",2019,R,95 min,Dramas,A reserved high school freshman acts out when she recovers a diary that offers clues to a secret world that could be behind her sister's murder.
3382,81127333,Movie,The Brave,William Kaufman,"Armand Assante, Louis Mandylor, Yuriy Kutsenko, Ravshana Kurkova, Igor Jijikine, Ivan Makarevich, Bessart Kallaku, Ervin Bejleri",United States,"January 15, 2020",2019,TV-MA,103 min,"Action & Adventure, Independent Movies","With entry into the European Union at stake, Albania must rely on a mash-up of elite cops to take down a slippery drug lord dominating its economy."
3383,60000878,Movie,Where the Money Is,Marek Kanievska,"Paul Newman, Linda Fiorentino, Dermot Mulroney, Susan Barnes, Anne Pitoniak, Bruce MacVittie, Irma St. Paule, Michel Perron, Dorothy Gordon, Rita Tuckett","Germany, United States, United Kingdom, Canada","January 15, 2020",2000,PG-13,89 min,"Action & Adventure, Comedies, Dramas","Paul Newman proves he's still got prodigious acting chops, playing an aging bank robber who may have one last job in him. Faking a stroke, the incarcerated Newman is transferred to a nursing home and the care of a skeptical nurse."
3384,81000864,Movie,Abducted in Plain Sight,Skye Borgman,,United States,"January 15, 2019",2017,TV-14,90 min,Documentaries,"In this true crime documentary, a family falls prey to the manipulative charms of a neighbor, who abducts their adolescent daughter. Twice."
3385,81047445,Movie,"Abdullah, The Final Witness",Hashim Nadeem Khan,"Sajid Hasan, Hameed Sheikh, Habibullah Panezai, Imraan Abbas, Sadia, Imran Tareen, Asal Deen, Yameen Shah",Pakistan,"January 15, 2019",2016,TV-14,88 min,"Dramas, International Movies","Inspired by real events, this drama follows a trucker jailed after driving five ill-fated travelers across Quetta, and the officer taking on his case."
3386,81052265,Movie,Adhugo,,,India,"January 15, 2019",2018,TV-14,105 min,"Comedies, International Movies, Thrillers",A fast-footed piglet named Bunty becomes an object of desire for rival criminals that want the swift swine for their profitable animal-racing schemes.
3387,81045085,Movie,Chupan Chupai,Mohsin Ali,"Ahsan Khan, Neelam Muneer, Faizan Khawaja, Ali Rizvi, Vajdaan Shah, Zayed Sheikh, Talat Hussain, Javed Sheikh",Pakistan,"January 15, 2019",2017,TV-14,118 min,"Comedies, International Movies","The lives of five hapless, petty criminals careen into madcap disarray when their plan to abduct a wealthy minister’s son goes horribly wrong."
3388,81050190,Movie,Deadly Switch,Svetlana Cvetko,"Teri Polo, Dylan Walsh, Danika Yarosh, Hayley McLaughlin, Bryce Durfee, Matt Passmore, Heather Mazur, Ashlyn Pearce",United States,"January 15, 2019",2019,TV-PG,86 min,"Independent Movies, Thrillers","In this indie thriller, a foreign exchange student moves in with her roommate's family who grieves over the daughter they would do anything to get back."
3389,81045065,Movie,Echcharikkai,Sarjun,"Sathyaraj, Varalakshmi Sarathkumar, Kishore Kumar G., Vivek Rajgopal, Jayakumar, Yogi Babu, Soundar, L. Alice",India,"January 15, 2019",2018,TV-14,127 min,"International Movies, Thrillers","After kidnapping a millionaire’s daughter, two men get swept up in a power struggle as her father enlists a brilliant cop to hunt them down."
3393,81050191,Movie,Only Mine,Michael Civille,"Amber Midthunder, Brett Zimmerman, Chris Browning, Walter Fauntleroy, Claudia Ferri, Lorenzo James Henrie, Ellen Wroe, Ashley Holliday Tavares, Nancy Linehan Charles, Jonna Walsh",United States,"January 15, 2019",2018,TV-14,88 min,Thrillers,"After dating a charming cop who turns into an obsessive stalker, a small-town girl must save herself from his deadly ways."
3394,80202078,Movie,Pandigai,Feroz,"Kreshna, Anandhi, Saravanan, Madhusudhanan, Black Pandi, Nitin Sathyaa, Aruldass, Karunas, Shanmugha Rajan, Prinz Nithik",India,"January 15, 2019",2017,TV-14,125 min,"Action & Adventure, Dramas, International Movies","Looking for a way out of his impoverished life, a lowly hotel waiter joins an underground fight club. Then he needs a way out of that."
3395,81047446,Movie,Pari,Syed Atif Ali,"Junaid Akhtar, Azekah Daniel, Khushi Maheen, Saleem Mairaj, Qavi Khan, Rasheed Naz, Faiq Asim",Pakistan,"January 15, 2019",2018,TV-14,116 min,"Horror Movies, International Movies","When their daughter exhibits strange behavior after moving into their new home, a couple must come to terms with who she really is."
3396,81000511,Movie,Revenger,Lee Seung-won,"Bruce Khan, Park Hee-soon, Yoon Jin-seo, Kim In-kwon, Kim Na-yeon, Park Cheol-min, Jeon Soo-jin, Kim Jae-hyun, Choi Je-heon",South Korea,"January 15, 2019",2018,TV-MA,102 min,"Action & Adventure, International Movies","Hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals."
3397,80218104,Movie,Sebastian Maniscalco: Stay Hungry,Rik Reinholdtsen,Sebastian Maniscalco,United States,"January 15, 2019",2019,TV-MA,65 min,Stand-Up Comedy,"Sebastian Maniscalco brings an acerbically unique approach to peacocks on planes, life hacks, rich in-laws and life's annoyances in this comedy special."
3398,80997719,Movie,The Devil We Know,"Stephanie Soechtig, Jeremy Seifert",,United States,"January 15, 2019",2018,TV-14,88 min,Documentaries,This documentary details DuPont's alleged decades-long cover-up of the potential harm caused by chemicals used to make popular Teflon products.
3399,81044856,Movie,The Doll,Rocky Soraya,"Shandy Aulia, Denny Sumargo, Sara Wijayanto, Vitta Mariana Barrazza, Demian Aditya, Faiza Mahnur, Hans Gunawan, Aslam Abad, Annette Edoarda, Wenty Mamenda",Indonesia,"January 15, 2019",2016,TV-MA,106 min,"Horror Movies, International Movies","Eerie things begin to happen after a man gives his wife a doll, unaware it once belonged to a girl who was murdered. The first of the ""Doll"" films."
3400,81044857,Movie,The Doll 2,Rocky Soraya,"Luna Maya, Herjunot Ali, Sara Wijayanto, Maria Sabta, Rydhen Afexi, Ira Ilva Sari, Shofia Shireen, Mega Carefansa, Wati Sudiyono, Princess Martinez",Indonesia,"January 15, 2019",2017,TV-MA,117 min,"Horror Movies, International Movies","A mother uses her deceased daughter’s doll as a medium to communicate with her, but the consequences are chilling. The second of the “Doll” films."
3401,80154682,Movie,A Boy Called Po,John Asher,"Christopher Gorham, Julian Feder, Kaitlin Doubleday, Andrew Bowen, Caitlin Carmichael, Sean Gunn, Bryan Batt, Fay Masterson, Brian George",United States,"January 15, 2018",2016,PG,94 min,"Dramas, Sci-Fi & Fantasy","After his wife's death, an overworked engineer struggles to care for his son with autism, who regresses into a fantasy world to escape real-life bullying."
3402,80158543,Movie,Alibaba Aur 40 Chor,"Latif Faiziyev, Umesh Mehra","Dharmendra, Hema Malini, Zeenat Aman, Rolan Bykov, Prem Chopra, Yakub Akhmedov, Madan Puri, Sofiko Chiaureli","Soviet Union, India","January 15, 2018",1980,TV-PG,147 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",A simple village man is thrown into a web of political intrigue after he takes on a powerful and ruthless gang of bandits.
3403,80216543,Movie,Down The Fence,M.J. Isakson,,United States,"January 15, 2018",2017,TV-PG,94 min,Documentaries,"The human-equine bond propels the unique and challenging sport of reined cow horse, in which dedicated trainers compete for the national championship."
3404,80223136,Movie,Face 2 Face,Matt Toronto,"Daniela Bobadilla, Daniel Amerman, Kevin McCorkle, Mary Gordon Murray, Emily Jordan, Karrie Cox, Nicholas James Reilly, Enspirit, Sheldon A. Smith, Michael Soulema",United States,"January 15, 2018",2017,TV-MA,89 min,"Dramas, Independent Movies","Two former friends, who now live far apart, learn about each other's insecurities and secrets over a series of video chats."
3405,80189955,Movie,Manolo: The Boy Who Made Shoes for Lizards,Michael Roberts,"Manolo Blahnik, Anna Wintour, André Leon Talley, Paloma Picasso, Candace Bushnell, Iman, Rihanna, Naomi Campbell, Isaac Mizrahi, Rupert Everett, Sofia Coppola, John Galliano",United Kingdom,"January 15, 2018",2017,TV-MA,89 min,"Documentaries, International Movies","As legendary shoe designer Manolo Blahnik speaks about his creative process, his celebrity admirers chime in with their own takes on his work."
